model,clr,m,t,N,S,area,extinct
40,purple,9,1080,36,32,115.81259547843831,False
40,purple,9,1100,25,15,5.2810363042211454,False
40,purple,9,1120,43,18,18.622995614787097,False
40,purple,9,1140,13,8,12.609059132054444,False
40,purple,9,1160,12,7,17.79052283545206,False
40,purple,9,1180,16,14,9.93375059229021,False
40,purple,9,1189,0,0,0,True
41,orange,2,20,562,97,50.80230325269821,False
41,orange,2,40,280,73,49.50009610696799,False
41,orange,2,60,31,23,50.895621767150814,False
41,orange,2,80,11,8,31.870220711578774,False
41,orange,2,100,1,1,0.0,False
41,orange,2,120,11,7,0.0,False
41,orange,2,140,4,4,1.3347410315518913,False
41,orange,2,160,17,5,29.900820735985352,False
41,orange,2,180,13,9,24.32060891547017,False
41,orange,2,200,7,7,21.370256146504598,False
41,orange,2,220,1,1,0.0,False
41,orange,2,240,43,15,40.52949805738097,False
41,orange,2,260,132,28,93.34382073754668,False
41,orange,2,280,70,20,68.07950765705111,False
41,orange,2,300,26,14,72.25314805320578,False
41,orange,2,320,6,6,3.7676416879562633,False
41,orange,2,323,0,0,0,True
42,deepskyblue,6,20,1411,76,18.5858136462694,False
42,deepskyblue,6,40,1422,78,113.87759120687414,False
42,deepskyblue,6,60,178,72,177.05850828144295,False
42,deepskyblue,6,80,50,10,166.7461480634947,False
42,deepskyblue,6,100,5,5,60.67698023971406,False
42,deepskyblue,6,120,42,19,69.34553194912311,False
42,deepskyblue,6,140,42,23,8.89591648716287,False
42,deepskyblue,6,160,97,53,69.17708387878164,False
42,deepskyblue,6,180,118,40,166.346494566432,False
42,deepskyblue,6,200,89,32,166.0814518334591,False
42,deepskyblue,6,220,166,46,226.8825325632384,False
42,deepskyblue,6,240,78,26,312.25532688065664,False
42,deepskyblue,6,260,48,20,249.55901541904893,False
42,deepskyblue,6,280,97,33,148.7303208633329,False
42,deepskyblue,6,300,7,5,48.776717868484205,False
42,deepskyblue,6,320,9,9,11.732107646445955,False
42,deepskyblue,6,340,18,4,7.218676241086256,False
42,deepskyblue,6,347,0,0,0,True
43,blueviolet,8,20,381,84,79.61837357408707,False
43,blueviolet,8,40,30,18,100.93225872641506,False
43,blueviolet,8,60,8,3,60.970863436433675,False
43,blueviolet,8,80,248,36,55.150144320399235,False
43,blueviolet,8,100,436,42,175.5963403440243,False
43,blueviolet,8,120,57,23,180.06050464406144,False
43,blueviolet,8,140,153,34,283.39362353103536,False
43,blueviolet,8,160,4008,62,564.0123232694806,False
43,blueviolet,8,180,3506,71,882.7495172954683,False
43,blueviolet,8,200,1644,74,956.856338276679,False
43,blueviolet,8,220,2096,78,1260.2901893858582,False
43,blueviolet,8,240,1124,64,1361.3612890266786,False
43,blueviolet,8,260,145,42,1287.3519162458338,False
43,blueviolet,8,280,2281,41,1433.3980891583485,False
43,blueviolet,8,300,414,39,1548.6601661665716,False
43,blueviolet,8,320,16,13,681.8621281015094,False
43,blueviolet,8,326,0,0,0,True
44,green,5,20,64,33,28.711917579126744,False
44,green,5,40,77,11,73.52796166169311,False
44,green,5,60,16,12,4.7437871505662,False
44,green,5,80,18,12,0.017698718662829377,False
44,green,5,100,2,2,3.5822277369575133,False
44,green,5,120,9,7,3.153899778432562,False
44,green,5,131,0,0,0,True
45,purple,9,20,60,45,16.31009382882227,False
45,purple,9,40,18,15,77.15612215426529,False
45,purple,9,60,88,39,13.954664127803595,False
45,purple,9,80,54,38,32.70953003165729,False
45,purple,9,100,4,4,19.920284779697454,False
45,purple,9,120,36,30,23.808240920035857,False
45,purple,9,140,71,31,43.58866566176564,False
45,purple,9,160,36,12,42.94572436602832,False
45,purple,9,180,56,29,57.37114254789324,False
45,purple,9,200,129,48,129.18615012773128,False
45,purple,9,220,48,15,94.37103517774875,False
45,purple,9,240,53,44,101.46597033769633,False
45,purple,9,260,182,59,148.0165183410629,False
45,purple,9,280,44,24,154.68808968368313,False
45,purple,9,300,26,15,58.614460614164734,False
45,purple,9,320,7,4,6.765622905069488,False
45,purple,9,340,19,12,25.399166480431486,False
45,purple,9,360,27,12,21.673821098793738,False
45,purple,9,380,54,29,49.336114019541526,False
45,purple,9,392,0,0,0,True
46,purple,9,20,82,34,16.131547078650055,False
46,purple,9,40,10,10,18.85534863352845,False
46,purple,9,60,1,1,0.0,False
46,purple,9,80,9,8,3.3248664304722033,False
46,purple,9,100,26,21,33.08330172082398,False
46,purple,9,120,35,11,28.500587730318166,False
46,purple,9,140,14,12,60.77967743666746,False
46,purple,9,160,110,23,41.689698354843,False
46,purple,9,180,122,45,85.39867110001677,False
46,purple,9,200,77,35,118.8162440381976,False
46,purple,9,220,58,36,257.32274568291706,False
46,purple,9,240,17,15,279.35369931178917,False
46,purple,9,260,2,2,0.0,False
46,purple,9,280,81,35,27.724595482707752,False
46,purple,9,300,77,36,37.260460453447685,False
46,purple,9,320,94,30,30.34264342590072,False
46,purple,9,340,67,33,56.124003213073316,False
46,purple,9,360,10,10,54.9950472540043,False
46,purple,9,380,16,16,9.147704908036584,False
46,purple,9,400,10,10,34.874781094150016,False
46,purple,9,420,5,3,1.711180924848156,False
46,purple,9,440,13,9,6.954011612424645,False
46,purple,9,460,13,12,3.458223163924842,False
46,purple,9,480,12,12,0.426670754820186,False
46,purple,9,500,17,13,16.112493180542714,False
46,purple,9,520,30,24,33.66399407280721,False
46,purple,9,528,0,0,0,True
47,yellow,3,20,136,49,68.64820212317343,False
47,yellow,3,40,103,28,69.98400970273167,False
47,yellow,3,60,191,21,60.46428366363646,False
47,yellow,3,80,621,30,207.99622293778353,False
47,yellow,3,100,154,36,286.84628474414353,False
47,yellow,3,120,15,9,25.235188926120422,False
47,yellow,3,140,32,9,42.40392516369448,False
47,yellow,3,160,41,17,70.50223918721548,False
47,yellow,3,176,0,0,0,True
48,blue,7,20,64,31,34.07824429092158,False
48,blue,7,37,0,0,0,True
49,orange,2,20,376,81,49.245954577599214,False
49,orange,2,40,23,18,35.43600185567728,False
49,orange,2,51,0,0,0,True
50,green,5,20,964,85,112.38516033281728,False
50,green,5,40,743,80,153.05659499351674,False
50,green,5,60,281,67,205.40463330798892,False
50,green,5,80,89,39,188.7210666287197,False
50,green,5,100,49,25,151.65576082126833,False
50,green,5,120,37,19,200.45191456180413,False
50,green,5,140,191,36,243.60981717147288,False
50,green,5,160,88,25,296.9858521811695,False
50,green,5,180,16,8,262.62986090221375,False
50,green,5,200,52,20,166.831454552937,False
50,green,5,220,18,13,6.412144144069524,False
50,green,5,240,426,36,95.12768336110389,False
50,green,5,260,38,22,120.41061206320796,False
50,green,5,280,21,13,13.99806652408425,False
50,green,5,300,12,12,4.520127186134104,False
50,green,5,320,64,20,33.92236633545768,False
50,green,5,340,45,14,38.2541349931823,False
50,green,5,360,27,20,107.5082694492195,False
50,green,5,380,20,5,46.901478373243,False
50,green,5,400,14,14,53.2285989810893,False
50,green,5,420,53,19,12.132623292599217,False
50,green,5,440,25,21,45.29344980938752,False
50,green,5,460,26,21,96.12664494959853,False
50,green,5,480,30,18,34.032100146054574,False
50,green,5,500,9,8,32.51287535268255,False
50,green,5,520,24,17,15.348624098402793,False
50,green,5,540,138,31,78.32116261539969,False
50,green,5,560,246,30,195.57607620237357,False
50,green,5,580,3,3,1.978613785909732,False
50,green,5,591,0,0,0,True
51,green,5,20,192,84,108.1971253253044,False
51,green,5,40,301,79,162.06234797219363,False
51,green,5,60,62,38,185.47168539870583,False
51,green,5,80,48,35,187.98733541734208,False
51,green,5,100,47,21,165.8998396527917,False
51,green,5,120,12,7,109.2451177283778,False
51,green,5,136,0,0,0,True
52,darkred,0,20,485,78,80.19439327825259,False
52,darkred,0,40,219,60,186.89154735223826,False
52,darkred,0,60,23,15,92.23486662789335,False
52,darkred,0,80,25,5,66.06670627626208,False
52,darkred,0,100,3,2,19.173438275929964,False
52,darkred,0,120,4,1,1.3920544993589714,False
52,darkred,0,140,2,1,0.7943046531341861,False
52,darkred,0,147,0,0,0,True
53,deepskyblue,6,20,327,68,83.56248064160432,False
53,deepskyblue,6,40,18,17,9.790256200486247,False
53,deepskyblue,6,60,14,13,43.22580428066757,False
53,deepskyblue,6,80,43,24,26.712266032534107,False
53,deepskyblue,6,100,37,30,98.06504771998019,False
53,deepskyblue,6,106,0,0,0,True
54,green,5,20,120,64,58.5459853408532,False
54,green,5,40,35,12,104.8636750388589,False
54,green,5,60,13,11,169.2759221353739,False
54,green,5,80,3,3,0.02764731275135659,False
54,green,5,100,27,9,4.657457809296512,False
54,green,5,120,60,34,28.187547865380644,False
54,green,5,140,273,34,84.1706447126119,False
54,green,5,160,166,33,141.9646418909193,False
54,green,5,180,31,29,121.7478881486928,False
54,green,5,200,26,20,62.229999990355566,False
54,green,5,220,10,8,6.117229297929912,False
54,green,5,240,16,12,17.23457139509271,False
54,green,5,260,67,29,71.6845883934014,False
54,green,5,280,44,19,127.79777730827573,False
54,green,5,300,10,10,40.14837123218241,False
54,green,5,320,20,11,7.610399783185742,False
54,green,5,340,25,23,5.973498050147472,False
54,green,5,360,4,4,6.317500800887467,False
54,green,5,380,59,25,36.526437752643524,False
54,green,5,400,110,47,103.70326213667104,False
54,green,5,420,23,8,74.51661348852538,False
54,green,5,440,234,38,135.00507291600223,False
54,green,5,460,79,27,158.5826306739047,False
54,green,5,480,179,33,205.00695295798872,False
54,green,5,500,32,18,191.47038729858616,False
54,green,5,520,83,19,163.9544337610994,False
54,green,5,540,21,7,0.0,False
54,green,5,560,19,11,9.477569063062582,False
54,green,5,580,58,22,37.82387087762361,False
54,green,5,600,47,21,108.7549912394951,False
54,green,5,620,19,10,73.81074190501838,False
54,green,5,640,16,14,34.89373925288759,False
54,green,5,660,11,8,9.737998891017508,False
54,green,5,680,28,11,23.606618776187734,False
54,green,5,700,113,37,46.42911961099921,False
54,green,5,720,63,21,104.12215200442813,False
54,green,5,740,25,20,113.3785337852365,False
54,green,5,751,0,0,0,True
55,purple,10,20,527,82,97.44209662165002,False
55,purple,10,40,30,25,87.98447417900944,False
55,purple,10,60,44,20,36.977894298391384,False
55,purple,10,80,21,19,7.80089861821859,False
55,purple,10,100,28,25,56.96116891249927,False
55,purple,10,120,87,21,149.8703546991158,False
55,purple,10,140,83,26,134.10358616487926,False
55,purple,10,160,81,40,233.11841060747713,False
55,purple,10,180,121,47,309.7109843802702,False
55,purple,10,200,40,26,141.46206271738254,False
55,purple,10,220,35,30,48.54945967130935,False
55,purple,10,240,12,8,65.33547552724905,False
55,purple,10,260,165,41,143.6911250768999,False
55,purple,10,280,41,26,136.62610261745544,False
55,purple,10,300,69,34,172.63391151516296,False
55,purple,10,320,191,25,158.8458837833138,False
55,purple,10,340,16,7,66.41339020326511,False
55,purple,10,360,401,57,110.26817560565667,False
55,purple,10,380,46,33,127.05884304866363,False
55,purple,10,400,28,23,13.786784410349867,False
55,purple,10,420,41,17,36.217768040862175,False
55,purple,10,440,175,45,91.09292554432129,False
55,purple,10,460,13,12,19.31873469252388,False
55,purple,10,480,93,35,55.579552820124476,False
55,purple,10,500,102,50,162.24458767417755,False
55,purple,10,520,17,13,106.71858001215813,False
55,purple,10,540,39,27,124.28704618928813,False
55,purple,10,560,116,39,151.2224574676133,False
55,purple,10,580,114,47,299.67856297673626,False
55,purple,10,600,149,42,181.9840252819624,False
55,purple,10,620,31,28,182.17854694564812,False
55,purple,10,640,43,31,110.20559124524682,False
55,purple,10,660,54,25,117.15569357385021,False
55,purple,10,680,51,43,81.19333894321542,False
55,purple,10,700,3,3,9.67835159483897,False
55,purple,10,720,1,1,0.0,False
55,purple,10,722,0,0,0,True
56,lawngreen,4,20,954,100,118.01684467808788,False
56,lawngreen,4,40,1105,95,264.6261062018868,False
56,lawngreen,4,60,720,85,373.2748688612173,False
56,lawngreen,4,80,69,18,89.36216341702948,False
56,lawngreen,4,100,265,21,177.431381815449,False
56,lawngreen,4,120,245,30,231.77709870650455,False
56,lawngreen,4,140,814,33,392.6792182759592,False
56,lawngreen,4,160,995,46,530.3958391834756,False
56,lawngreen,4,180,255,33,416.6110995946195,False
56,lawngreen,4,200,15,8,180.62497981279745,False
56,lawngreen,4,210,0,0,0,True
57,darkred,0,20,351,76,29.943639481265414,False
57,darkred,0,40,10,4,27.05151653356363,False
57,darkred,0,60,27,3,21.244678696763174,False
57,darkred,0,80,3,2,7.730559570389451,False
57,darkred,0,100,2,2,6.05636232362079,False
57,darkred,0,109,0,0,0,True
58,lawngreen,4,20,94,63,49.51509274611576,False
58,lawngreen,4,40,54,20,40.19348826458546,False
58,lawngreen,4,60,33,16,59.785717513089224,False
58,lawngreen,4,80,157,36,78.89552857740388,False
58,lawngreen,4,100,794,39,182.02663686241527,False
58,lawngreen,4,120,902,42,216.96417102571175,False
58,lawngreen,4,140,12,11,89.1443627878922,False
58,lawngreen,4,160,6,5,4.52050784423782,False
58,lawngreen,4,180,33,9,5.08148784398294,False
58,lawngreen,4,200,17,11,11.924315305520176,False
58,lawngreen,4,220,14,9,4.479119515183253,False
58,lawngreen,4,240,1,1,0.0,False
58,lawngreen,4,260,22,14,3.0563127658771814,False
58,lawngreen,4,280,20,13,15.869546641389013,False
58,lawngreen,4,300,153,35,62.97826836106848,False
58,lawngreen,4,320,67,27,95.52986223362713,False
58,lawngreen,4,340,26,17,125.66304211726865,False
58,lawngreen,4,360,29,11,95.8362553845164,False
58,lawngreen,4,380,140,29,140.93200457278837,False
58,lawngreen,4,400,3,2,10.627169482311306,False
58,lawngreen,4,420,51,21,28.847816963383334,False
58,lawngreen,4,440,7,7,17.41755829122874,False
58,lawngreen,4,460,6,4,7.209112532825887,False
58,lawngreen,4,480,29,9,18.075457219028596,False
58,lawngreen,4,500,18,7,13.846166214669179,False
58,lawngreen,4,520,16,8,13.195704008306071,False
58,lawngreen,4,540,31,10,13.104808125206944,False
58,lawngreen,4,560,99,21,18.263521959961164,False
58,lawngreen,4,580,9,8,34.03967317520643,False
58,lawngreen,4,600,88,27,53.36603857122705,False
58,lawngreen,4,620,26,17,64.83582908372064,False
58,lawngreen,4,640,109,19,153.54780944948794,False
58,lawngreen,4,660,19,16,158.70161410533095,False
58,lawngreen,4,676,0,0,0,True
59,yellow,3,20,473,93,75.5129728161845,False
59,yellow,3,40,1276,90,156.4380560248126,False
59,yellow,3,60,911,89,234.37080000316786,False
59,yellow,3,80,626,60,275.3401526658152,False
59,yellow,3,100,19,17,136.46906442112723,False
59,yellow,3,120,4,2,2.666434952902548,False
59,yellow,3,140,10,9,26.734195190555695,False
59,yellow,3,160,2,1,0.0,False
59,yellow,3,180,13,9,15.410668184475941,False
59,yellow,3,200,9,9,9.95309125032264,False
59,yellow,3,220,1,1,0.0,False
59,yellow,3,240,12,11,0.5732177870235728,False
59,yellow,3,260,34,15,36.006320845666586,False
59,yellow,3,280,4,4,0.32731881589951556,False
59,yellow,3,300,2,2,1.6751509338754478,False
59,yellow,3,320,17,15,17.86249949149788,False
59,yellow,3,340,10,6,9.235912853145607,False
59,yellow,3,360,2,2,0.017442267548749363,False
59,yellow,3,380,21,12,8.240242433628097,False
59,yellow,3,400,38,17,14.835681948419948,False
59,yellow,3,420,1,1,0.0,False
59,yellow,3,440,22,4,9.670004178991967,False
59,yellow,3,460,5,5,5.26593590604089,False
59,yellow,3,466,0,0,0,True
60,darkred,0,20,555,80,50.93290421161782,False
60,darkred,0,40,352,52,92.70310972788745,False
60,darkred,0,60,57,25,152.3103160224397,False
60,darkred,0,80,15,4,28.011007689759477,False
60,darkred,0,100,4,3,12.089302512200465,False
60,darkred,0,115,0,0,0,True
61,darkred,0,20,8,6,13.722056174884736,False
61,darkred,0,29,0,0,0,True
62,darkred,0,20,343,91,36.96862854661936,False
62,darkred,0,40,6477,91,138.51559410033187,False
62,darkred,0,60,257,73,141.97724508412804,False
62,darkred,0,80,3,2,3.435971407291527,False
62,darkred,0,100,8,2,2.259476163819539,False
62,darkred,0,120,16,2,12.954546437527286,False
62,darkred,0,140,16,2,47.25481308966235,False
62,darkred,0,160,10,2,29.702395477191697,False
62,darkred,0,180,6,1,5.566872306769613,False
62,darkred,0,200,2,1,0.0,False
62,darkred,0,213,0,0,0,True
63,lawngreen,4,20,2008,100,97.90621152917129,False
63,lawngreen,4,40,2158,99,228.9470681501849,False
63,lawngreen,4,60,9144,98,349.00914036945284,False
63,lawngreen,4,80,500,95,322.5000562844557,False
63,lawngreen,4,100,358,76,324.5714200428302,False
63,lawngreen,4,120,28,14,258.3506191999455,False
63,lawngreen,4,140,11,10,37.39717844100449,False
63,lawngreen,4,160,21,18,42.57514791438354,False
63,lawngreen,4,180,11,10,0.0,False
63,lawngreen,4,200,6,6,1.0957245866112408,False
63,lawngreen,4,220,1,1,0.0,False
63,lawngreen,4,240,107,17,19.143502405297856,False
63,lawngreen,4,260,134,26,75.45067931540834,False
63,lawngreen,4,280,18,13,93.01779855731901,False
63,lawngreen,4,300,33,27,89.11127027459034,False
63,lawngreen,4,320,0,0,0,True
64,deepskyblue,6,20,124,63,78.72428162355804,False
64,deepskyblue,6,40,20,12,52.739101639838076,False
64,deepskyblue,6,60,185,30,70.98061350370062,False
64,deepskyblue,6,80,65,20,145.1467611255816,False
64,deepskyblue,6,100,9,9,62.3283087441642,False
64,deepskyblue,6,120,7,6,31.055548093789753,False
64,deepskyblue,6,140,17,15,4.262584017452492,False
64,deepskyblue,6,160,13,10,24.839881126928873,False
64,deepskyblue,6,180,83,36,62.30939852045597,False
64,deepskyblue,6,200,25,7,40.51095628700833,False
64,deepskyblue,6,220,46,21,105.14398667188725,False
64,deepskyblue,6,240,22,17,152.0792113290896,False
64,deepskyblue,6,260,0,0,0,True
65,yellow,3,20,77,32,16.98711266040744,False
65,yellow,3,34,0,0,0,True
66,purple,9,20,150,61,32.531469997432175,False
66,purple,9,40,118,42,83.73812915160289,False
66,purple,9,60,76,40,118.85256135438992,False
66,purple,9,80,40,21,66.3094342329275,False
66,purple,9,100,41,27,60.364447777965495,False
66,purple,9,120,68,20,49.96177568392264,False
66,purple,9,140,117,33,87.0140398776255,False
66,purple,9,160,48,21,110.19919961182411,False
66,purple,9,180,26,23,70.53649824520335,False
66,purple,9,200,44,16,65.21440882718177,False
66,purple,9,220,59,28,98.64102578642418,False
66,purple,9,240,70,36,188.12077048057682,False
66,purple,9,260,505,60,316.22520230722796,False
66,purple,9,280,755,65,477.86529714125817,False
66,purple,9,300,1447,73,765.6098005029826,False
